myDescription,careAboutMonthDemand_Beta_01,t_month_Disaster,numMonthsToAvg,setScenarioProbabilitiesTo1OverN_Flag,minDisasterYear,maxDisasterYear,minYearSubset,maxYearSubset,truckDistanceMethod,expandWhichWarehousesCarryItem_01,maxDrivingTimeCutAbove_Hrs,minTimeRequiredToRespond,numDisasters,n_itemIter,initialInventorySum,objCostType,actualObjVal,optimalObjVal,worstObjVal,Balance Metric
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,KitchenSetGen,267869,Time,211286.2678082181,192567.88904109498,-1,1.0972040502714282
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,BlanketGen,229492,Cost,2028638.6626860017,1530873.3969723438,-1,1.325151163184344
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,BlanketGen,229492,Time,210546.22328767032,180801.00958904024,-1,1.1645190685943865
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,ShelterKit,147753,Cost,18990254.354876637,11918234.16164378,-1,1.5933781881876796
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,ShelterKit,147753,Time,201535.76095890312,153920.65479451968,-1,1.3093483862046813
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,Tarpaulin4x6,171299,Cost,6239253.960539858,4666560.247875928,-1,1.3370134808351908
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,Tarpaulin4x6,171299,Time,189249.09657534145,161415.20479451973,-1,1.1724366165884856
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,SleepingMats,235869,Cost,2181437.3201621817,1810426.2655167044,-1,1.2049302209717272
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,SleepingMats,235869,Time,202104.07945205382,183072.26986301277,-1,1.1039579047289443
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,JerryCanGen,203652,Cost,276864.9360015438,207555.8520819605,-1,1.3339297987708911
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,JerryCanGen,203652,Time,202730.62054794424,173100.91232876622,-1,1.17117014474647
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,MosquitoNetGen,157137,Cost,531705.5997237097,484652.0016945187,-1,1.0970873902605682
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,MosquitoNetGen,157137,Time,164335.7130136978,156467.1102739717,-1,1.0502891804280354
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,Tent,232398,Cost,26329001.118739597,29600581.03463,-1,0.8894758210298966
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,Tent,232398,Time,198206.99041095792,181836.02328767037,-1,1.0900314845605656
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,KitchenSetGen,267869,Cost,7867055.563561611,6593512.828767094,-1,1.1931508693268948
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,KitchenSetGen,267869,Time,211286.2678082181,192567.88904109498,-1,1.0972040502714282
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,BlanketGen,229492,Cost,2028638.6626860017,1530873.3969723438,-1,1.325151163184344
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,BlanketGen,229492,Time,210546.22328767032,180801.00958904024,-1,1.1645190685943865
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,ShelterKit,147753,Cost,18990254.354876637,11918234.16164378,-1,1.5933781881876796
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,ShelterKit,147753,Time,201535.76095890312,153920.65479451968,-1,1.3093483862046813
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,Tarpaulin4x6,171299,Cost,6239253.960539858,4666560.247875928,-1,1.3370134808351908
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,Tarpaulin4x6,171299,Time,189249.09657534145,161415.20479451973,-1,1.1724366165884856
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,SleepingMats,235869,Cost,2181437.3201621817,1810426.2655167044,-1,1.2049302209717272
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,SleepingMats,235869,Time,202104.07945205382,183072.26986301277,-1,1.1039579047289443
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,JerryCanGen,203652,Cost,276864.9360015438,207555.8520819605,-1,1.3339297987708911
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,JerryCanGen,203652,Time,202730.62054794424,173100.91232876622,-1,1.17117014474647
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,MosquitoNetGen,157137,Cost,531705.5997237097,484652.0016945187,-1,1.0970873902605682
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,MosquitoNetGen,157137,Time,164335.7130136978,156467.1102739717,-1,1.0502891804280354
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,Tent,232398,Cost,26329001.118739597,29600581.03463,-1,0.8894758210298966
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,Tent,232398,Time,198206.99041095792,181836.02328767037,-1,1.0900314845605656
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,KitchenSetGen,267869,Cost,7867055.563561611,6593512.828767094,-1,1.1931508693268948
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,KitchenSetGen,267869,Time,211286.2678082181,192567.88904109498,-1,1.0972040502714282
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,BlanketGen,229492,Cost,2028638.6626860017,1530873.3969723438,-1,1.325151163184344
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,BlanketGen,229492,Time,210546.22328767032,180801.00958904024,-1,1.1645190685943865
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,ShelterKit,147753,Cost,18990254.354876637,11918234.16164378,-1,1.5933781881876796
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,ShelterKit,147753,Time,201535.76095890312,153920.65479451968,-1,1.3093483862046813
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,Tarpaulin4x6,171299,Cost,6239253.960539858,4666560.247875928,-1,1.3370134808351908
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,Tarpaulin4x6,171299,Time,189249.09657534145,161415.20479451973,-1,1.1724366165884856
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,SleepingMats,235869,Cost,2181437.3201621817,1810426.2655167044,-1,1.2049302209717272
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,SleepingMats,235869,Time,202104.07945205382,183072.26986301277,-1,1.1039579047289443
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,JerryCanGen,203652,Cost,276864.9360015438,207555.8520819605,-1,1.3339297987708911
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,JerryCanGen,203652,Time,202730.62054794424,173100.91232876622,-1,1.17117014474647
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,MosquitoNetGen,157137,Cost,531705.5997237097,484652.0016945187,-1,1.0970873902605682
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,MosquitoNetGen,157137,Time,164335.7130136978,156467.1102739717,-1,1.0502891804280354
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,Tent,232398,Cost,26329001.118739597,29600581.03463,-1,0.8894758210298966
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,292,Tent,232398,Time,198206.99041095792,181836.02328767037,-1,1.0900314845605656
